study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
6,69,8.9,7.3,7,70,75.3
1,83,5.1,6.2,5,76,64.92
9,51,6.7,3.1,7,73,74.18
16,67,5.1,7.3,5,76,85.22
9,68,4.9,2.2,9,59,81.35
9,91,5.2,4.9,6,55,68.54
5,70,8,2.6,7,47,72.15
17,74,7.6,8.1,4,62,79.37
19,43,6,7.2,0,57,65.82
16,93,7.1,5,5,63,85.3
18,75,8.7,3.3,0,82,81.14
20,52,6.9,6.8,8,52,88.63
10,62,5.6,5.6,7,40,61.59
10,69,7.2,2.3,2,73,71.25
20,76,6,9.2,1,50,67.32
11,60,7.3,7.4,9,80,81.91
15,89,8.3,4.3,9,96,100
14,50,4.9,1.2,3,62,74.87
3,53,4.8,1.9,1,90,60.39
1,89,6,7.9,1,43,39.6
5,45,7.3,9,4,59,47.88
10,68,7.1,2.2,2,33,50.34
12,95,8.6,8.8,7,99,100
18,68,4.7,9.5,8,52,79.63
15,80,7.7,8.9,6,97,96.52
18,59,8.5,5.3,3,41,68.95
12,66,5.3,3.7,0,96,79.34
5,62,5.4,5.8,7,91,73.08
14,91,5.5,3.1,0,100,85.73
14,96,6.8,4.6,2,79,88.5
8,56,4.4,6.6,8,64,65.3
18,91,5.3,2.7,1,53,72.45
4,80,6.3,5.1,9,92,81.31
1,49,4.2,5.8,2,43,31.98
5,85,6.2,1.1,1,49,51.07
7,61,6.1,8.1,7,77,70.73
2,61,4.4,7.8,2,37,32.13
13,44,6.7,2.6,4,78,79.88
4,89,7.6,4.5,7,61,75.52
2,52,6.3,7.9,8,56,55.33
10,99,5.6,6.7,0,100,80.02
9,70,7.2,2.8,0,57,65.32
8,80,6.2,1.1,4,45,63.89
8,40,8.8,6.2,7,49,59.82
3,55,4.8,1.8,9,73,76.38
2,43,5.8,2.4,8,43,48.62
8,60,8.9,8.1,5,86,77.78
1,84,5.9,7.5,4,35,44.7
15,75,5.5,7.3,3,53,68.87
11,86,6.3,8.8,9,100,92.48
17,49,6.2,8.4,8,76,84.24
17,64,7.7,8.9,9,76,95.35
8,60,7.6,6.9,8,79,74.7
16,89,6.8,6.5,5,82,93.4
4,46,6.6,1.6,2,52,53.5
7,46,6.4,1.9,9,79,81.08
17,79,7.5,3.3,5,58,86.42
3,40,8.7,2.9,7,40,53.06
2,63,6.8,9.4,6,77,65.04
2,92,7.1,5.8,1,68,53.06
7,73,4.5,7.5,8,79,72.12
17,82,5.2,6.6,2,83,86.19
19,62,7.4,7.3,6,43,71.98
6,75,6,4,2,98,80.53
15,99,5.8,3.8,5,77,91.16
14,92,7.6,6.5,9,99,100
18,99,7.7,4.2,7,87,100
1,86,4.2,3.6,0,96,58.46
10,40,5.5,3,5,32,55.66
9,98,6.8,6,9,49,74.69
15,62,4.8,3.4,9,61,81.36
10,45,6.9,6.1,3,39,53.31
16,51,6.4,9.1,9,42,73.07
10,42,7.7,6.2,1,37,50.6
11,62,8.4,4.9,1,59,65.95
20,99,4.1,8,6,36,76.93
2,60,6.7,2.3,8,58,60.38
13,68,7.8,6.2,1,58,64.24
13,49,4.7,1.7,9,36,70.47
9,45,6,4.9,2,47,50.02
7,71,6,6.1,8,97,82.7
3,57,7.9,3.9,9,41,55.88
14,67,5.8,2.7,5,33,69.45
6,62,7.1,9.9,7,48,57.01
8,52,7.4,2.4,1,44,54.15
8,100,7.1,2.3,4,31,62.54
4,59,6.3,1.2,3,98,69.45
18,73,7.8,5.9,9,48,90.05
1,64,6.9,7,0,62,39.62
10,52,7.9,6.6,0,89,68.34
1,44,5.9,3.4,10,76,72.95
1,58,8.3,6.8,3,78,57.06
4,97,5.6,8.8,8,41,58.41
17,69,6.8,7.4,0,61,72.98
10,61,6.4,7.7,0,74,62.04
12,80,5.5,10,8,65,81.94
9,96,5.9,10,0,65,57.29
11,97,6,2.2,6,96,100
20,95,7.1,3,3,49,84.59
10,98,7,5,2,56,71.53
19,74,7.4,2.8,2,69,87.34
17,98,4.7,10,2,50,67.85
18,74,8.7,2.1,5,48,86.76
11,96,8.9,9.7,4,86,87.63
9,49,7.9,2,2,33,53.98
20,79,5.3,6.1,3,59,76.98
1,62,4.4,8,2,94,60.43
16,85,7.2,2.7,6,92,100
6,52,5.1,4.7,0,64,54.42
8,87,7.4,2.8,3,38,57.75
15,95,7.1,7.2,7,61,86.5
2,78,7.7,4.4,5,80,71.68
19,78,6.7,6.8,0,96,82.95
15,92,8.4,8.9,3,96,92.13
2,75,5.9,7.9,0,54,40.02
13,96,5.5,8.4,7,51,76.57
20,98,4.3,5.7,2,89,97.92
15,45,7.6,2,9,99,95.89
14,60,6.3,2.6,9,55,87.35
3,56,5.6,6.8,2,45,35.91
15,80,5.8,5.7,6,95,96.3
6,64,6.8,1.4,2,72,65.75
5,50,8.3,2.6,0,83,58.26
15,58,7.1,2.1,2,55,63.86
9,40,6.3,8.7,8,30,53.26
16,55,5.1,6.9,7,82,84.47
20,78,4,8.9,4,56,71.19
5,43,7.3,1.3,0,68,50.88
3,43,4.5,9.9,2,66,42.88
20,76,7.9,2.6,7,76,100
3,89,5.5,4.3,6,38,60.55
18,44,5.5,2.2,4,72,80.32
17,53,7.5,6.5,1,97,88.1
16,86,7.4,9.4,4,84,88.69
11,56,6.6,10,5,46,59.19
16,73,7.6,5.5,2,59,76.37
7,40,4.6,5.2,1,56,49.01
14,66,4.2,4.1,10,57,77.38
7,84,5.4,8.1,4,68,65.96
11,89,4,7.2,5,80,82.04
20,41,8.2,2.7,5,91,99.78
2,81,4.7,2.4,7,98,85.84
15,90,8.1,9.4,0,96,81.31
11,75,6.7,2.9,10,72,94.78
12,44,8.8,3.5,0,73,71.06
18,93,4.8,6.5,2,44,75.89
10,85,8.3,7.4,4,82,75.45
8,63,6.3,9.6,3,97,68.74
4,63,7.9,8,1,86,59.9
16,97,6.5,2.7,7,97,100
11,49,7.8,1.9,8,46,68.67
2,69,5.9,8.8,1,30,30.46
2,83,8.2,8.8,5,89,76.06
4,73,7.8,7.7,0,69,55.18
7,60,5,3.6,8,70,76.77
4,57,4.7,3.5,0,95,55.62
18,62,6.7,3.4,4,61,76.4
10,79,8.5,5.9,0,46,51.8
2,46,5.9,1.8,6,52,56.24
19,80,8.2,7.3,9,75,98.59
7,85,7.8,8.3,1,89,71.42
3,92,8,7.3,1,88,64.92
15,70,5.2,3,9,63,93.19
13,51,7.5,7,5,88,80.3
3,70,4.6,5.3,2,66,56.24
20,76,4.6,1.9,1,71,83.89
3,90,5.5,5.1,9,82,77.96
8,75,4.8,5.3,1,73,59.11
19,67,7.9,4.9,5,99,100
6,82,7.3,7.7,9,92,82.53
20,69,5.6,1.9,7,52,85.97
13,44,7,7.2,9,78,80.63
2,45,5.1,2.3,9,30,52.95
5,68,6.7,4.5,9,87,78.99
11,59,6.9,9.2,4,85,75.74
12,45,6.9,6.5,8,81,85.2
10,43,5.8,5.9,0,30,41.25
12,47,8.3,8.8,3,85,73.94
13,80,5.6,4.4,6,85,89.56
6,70,4.7,6,5,83,66.19
5,48,4.1,6.8,2,92,60.72
5,45,4.7,8.3,7,84,66.57
15,72,6.1,8.4,6,75,79.33
14,78,4,5.5,3,94,81.23
18,76,5.8,9.8,9,91,100
4,77,6.4,7.2,2,97,74.73
9,69,6.6,5.7,9,41,66.11
3,83,7.2,8.2,4,36,53.73
18,89,4.1,5.1,7,72,92.32
10,58,4.8,7.3,9,68,77.68
19,56,4.3,5.3,2,36,63.04
10,91,7.7,1.2,7,40,72.71
3,94,7.9,3.3,9,65,77.28
9,40,7.7,6.4,9,49,67.65
12,91,4.9,8,3,92,78.2
17,95,4.2,9.9,2,49,72.44
14,89,5.9,6.9,10,51,82.36
12,43,7.2,7.8,1,36,42.2
13,70,5.5,7.7,8,59,75.66
13,70,5.3,5.8,6,31,60.63
15,64,7.4,9.7,10,35,68.85
18,80,5.8,8.6,9,64,88.78
9,91,4.5,6.9,6,89,86.83
8,86,7.4,7.9,8,73,83.41
6,60,6.7,7.1,1,31,38.47
17,46,7.4,4.2,4,62,71.6
1,79,4.5,9.4,10,57,67.46
4,85,8.8,1.8,9,46,72.72
19,91,8.8,9.1,2,62,79.44
3,80,6.3,10,6,71,60.75
3,57,7.9,4.4,5,37,46.73
9,51,6.2,5.4,3,80,63.03
16,46,4.7,7.9,3,43,61.99
9,46,4.2,1.6,4,87,66.27
16,49,7.3,1,0,79,72.81
11,97,6,1,7,91,97.98
3,74,5.1,4.5,7,45,58.83
12,61,7.4,4.6,10,41,74.31
11,45,8.2,7.8,4,55,56.71
2,64,7.3,3.7,6,43,56.03
12,71,4.4,6.7,3,47,54.16
1,86,9,3.1,6,38,62.61
10,71,6.7,8.5,7,32,54.93
2,61,7.9,1.4,1,57,55.02
17,69,8.7,8.8,8,49,84.48
8,99,4.4,7.6,7,32,62.28
20,42,5.2,6.8,0,52,62.33
10,92,8,5.1,2,38,65.91
4,47,6.5,8.2,3,38,42.8
14,61,8.1,9.8,10,81,88.46
19,74,4.7,8.5,3,35,65.86
11,44,4.6,2.3,6,51,66.68
18,50,6.2,9.3,0,47,51.64
20,64,7.9,1.1,7,40,79.86
6,99,4.4,6.9,4,83,76.45
16,84,4.6,2.3,4,96,94.83
8,100,4.9,7.2,9,53,79.29
20,100,4.4,8.4,4,74,89.31
18,55,5,9.9,1,76,73.8
18,72,5.1,7.9,10,56,84.94
7,47,8,7.2,7,93,73.37
2,43,7.2,3.6,6,62,54.8
15,42,4.5,1.5,8,52,71.2
1,71,6.6,1.6,3,86,67.68
11,66,5,7.1,5,59,69.85
11,54,4.5,7.6,3,78,70.3
3,70,6.9,1.5,6,48,57.77
20,69,4.9,4.4,7,54,87.31
9,52,5.7,1.3,9,37,64.01
4,94,6.3,4.8,5,58,71.1
20,50,7.9,6.7,9,51,86.42
18,94,5.1,4.7,8,92,100
7,77,6.4,5.2,0,84,68.66
8,55,5.6,6.2,9,49,70.64
1,66,8.9,1.4,7,94,74.68
17,65,6.4,8.2,1,87,78.17
3,75,7.8,7.2,6,57,57
10,55,7.2,1.8,7,69,74.53
15,94,6.9,6.3,7,89,100
13,51,7.9,4.3,7,30,69.15
3,64,8.5,4,0,67,52.61
9,84,8.7,5.9,3,40,63.09
11,87,8.7,5.6,10,76,100
4,64,5.8,6.6,5,76,59.86
18,85,4.3,7.4,3,47,77.19
8,74,4.6,5.3,9,56,75.96
8,60,5.8,3.4,10,84,83.49
3,63,5.7,5.4,8,45,56.93
18,83,8.1,9.1,7,77,98.17
3,52,8.5,5.1,1,80,61.58
10,44,4.5,3.5,2,93,65.31
7,73,8.8,1.2,6,99,96.09
16,62,6.1,7.6,0,67,62.29
1,95,8,8.5,8,72,71.69
11,81,7.2,3.9,9,97,100
15,69,5.5,2.2,4,51,76.82
8,70,5.9,3.6,0,48,50.42
15,50,7.1,2.4,8,66,81.31
6,93,7.5,9.1,2,50,53.4
2,60,6.9,5,5,53,49.94
2,82,5.6,4.1,5,87,72.4
6,74,5.5,9.3,6,93,78.42
15,99,5.6,1,8,94,100
10,70,8.5,9.7,9,48,75.59
15,61,7.4,7.6,0,47,59.97
4,59,4.1,6.6,3,87,58.76
11,43,7,2.8,8,58,77.03
9,52,4.1,5.8,7,41,63.13
13,52,6.5,6.4,8,37,71.2
12,65,4.7,8.7,5,79,72.26
10,62,5.8,9.8,8,41,58.25
15,87,9,8.2,4,50,79.32
14,86,8.5,2.3,9,41,82.32
10,70,8.9,5.7,5,38,68.88
19,88,5.9,1.1,10,64,100
18,69,7.6,7.8,2,55,68.2
13,58,6.8,1.4,4,68,76.69
15,54,4.1,1,4,68,81.39
16,47,7.3,9,6,52,69.41
8,41,4.6,3.5,1,76,57.84
19,67,8.3,6.7,7,45,80.39
19,41,8.2,2.5,0,48,63.13
5,62,4.8,3.5,6,75,63.04
10,73,7.2,1.7,3,53,71.17
20,88,4.8,3.9,5,68,89.32
12,46,6.7,4.2,2,31,45.78
10,63,7.9,4.7,2,43,53.74
17,54,8.2,8.2,8,97,100
18,84,7.8,2,7,39,81.76
5,99,4.1,4.1,5,47,66.67
20,73,7.8,4.1,4,33,78.44
4,54,4.6,7.2,3,69,47.52
5,45,6.1,7.9,1,39,30.2
16,88,6.2,2.8,0,95,89.76
16,47,8.5,1.4,4,31,68.8
4,98,7,6.3,3,53,62.45
1,45,4.7,7.7,4,74,47.32
17,89,7.6,3.2,9,38,83.86
19,88,4.1,3,3,66,81.48
18,40,8.9,1.9,3,94,94.2
16,63,7.5,2.7,10,43,81.42
12,64,6.1,5.6,6,44,69.66
11,47,6.3,5.7,7,76,78.37
18,86,4.2,4,1,79,80.74
20,87,5.6,9.8,7,58,87.92
10,94,6.1,8.7,7,77,79.47
16,83,4.5,4.9,10,40,78.68
13,65,7.5,9.8,2,38,52.91
7,61,5,8.6,6,45,51.14
14,86,6.5,7.9,9,64,90.88
13,62,6.4,6.4,6,92,86.42
5,89,6.3,2.1,7,93,84.58
5,41,4.5,1.5,1,93,63.19
6,64,7,3.9,4,42,58.22
17,89,6.5,5.2,4,93,96.23
9,74,5.7,8.7,8,32,65.97
2,67,8.4,2.1,7,70,75.36
15,69,4.2,2.6,10,68,96.01
6,71,6.2,3.8,6,92,83.56
19,83,6.5,6,8,90,100
6,72,4.3,3.4,9,78,81.16
12,89,8.9,3.9,0,35,56.57
12,62,8,6.3,10,73,86.57
14,62,9,4.7,0,61,63.97
10,77,4.4,7.2,4,44,56.78
1,74,5.6,5.1,6,95,77.64
9,41,7.5,6.3,5,78,69.49
11,76,4.5,5.4,10,56,77.93
17,91,7.8,4.1,9,68,98.87
14,52,6.5,8.6,1,98,71.17
9,43,5.5,6.2,3,41,50.26
19,46,7,3.5,9,97,100
7,62,8,6.9,4,94,78.75
14,82,6.7,2.8,6,62,86.24
15,82,7.8,2.6,0,96,92.51
19,71,5.1,9.7,7,64,88.92
18,91,7.1,7.9,6,37,78.64
12,69,4.7,2.4,10,68,91.82
14,60,8.3,9.2,10,56,85.31
9,92,5.4,2.4,10,60,85.45
4,49,5,3.2,4,89,65.27
14,67,7.2,1.3,2,64,70.73
9,90,8,6.9,2,35,62.67
16,90,4.1,8.7,1,70,74.14
3,97,8.8,9.1,10,41,67.37
5,55,4.6,7.6,1,96,61.74
19,100,7.9,5.7,7,41,85.94
4,89,8,4,9,79,88.92
8,99,6.1,2.3,2,57,74.61
15,66,5.3,6.3,7,98,92.16
4,60,6.7,5.3,3,65,60.89
5,63,6.4,4.3,4,32,49.97
20,42,8.2,7,0,60,64.38
13,59,7.2,7.3,10,45,76.01
8,94,6.2,1.1,6,62,77.45
8,59,5.1,9,7,70,71.82
14,90,4.2,8.8,7,90,93.98
11,85,6.1,9.3,1,50,60.35
17,44,5.8,6.4,8,71,82.5
1,88,4.3,6.8,10,86,81.75
5,40,6,6.7,5,40,40.33
8,73,7.6,7.9,10,46,76.03
14,90,8.7,5.1,2,63,74.52
19,92,5.6,3.5,1,83,88.53
13,96,5.9,8.5,9,58,79.33
1,99,6.8,6.5,3,41,56.6
7,56,7.5,2.5,6,84,79
5,45,8.8,2.5,9,45,58.78
17,67,7.9,9.4,10,93,96.95
7,52,8.7,8.3,4,66,63.8
13,48,6.2,2.9,3,66,71.76
7,66,4.9,8.1,0,67,57.29
8,79,6.3,3.2,9,88,86.14
16,48,8.4,9.8,6,57,74.84
14,87,7,1.7,8,37,76.48
8,70,8.5,10,10,35,59.76
17,79,5.9,9.8,10,77,90.92
18,42,6.9,3.3,8,93,100
15,48,4.4,7.4,6,48,61.9
11,42,8.9,5.5,4,76,76.49
10,97,8.4,6.5,4,96,87.79
6,60,7.7,5.4,2,86,61.28
5,43,5.1,1.3,4,50,54.34
14,47,9,9.3,0,86,66.93
18,71,6.3,2,2,45,70.91
7,95,5.4,8.5,8,64,76.19
19,53,6.9,9.7,8,53,78.13
3,55,7.8,7.1,5,33,42.12
4,65,5.9,9.4,1,71,46.38
3,69,8.2,6.9,7,64,66.82
1,61,8.8,6.9,7,71,69.58
19,48,5.1,1.4,10,66,91.5
2,87,4.4,9.6,6,41,48.82
6,55,8.8,8.8,1,32,43.74
6,64,7.9,3.6,10,49,67.93
16,91,6.2,8.3,4,46,71.4
4,93,5.8,2.8,7,79,80.13
19,78,6.1,7.8,5,53,78.93
14,45,4.2,4.1,7,58,73.56
5,99,6.5,6.7,8,40,64.44
14,45,8.5,5.3,2,46,62.16
10,93,5.2,4.8,9,36,74.5
2,72,4.5,4.8,1,89,61.33
19,92,5.3,3.3,1,94,88.56
15,51,7.9,8.6,0,40,51.13
10,60,6.9,5.1,10,87,91.47
9,61,8.8,8.8,2,57,53.93
20,56,8.4,2,8,32,76.55
4,40,4.9,5.3,6,92,64.21
20,63,7.5,9.7,10,80,100
3,48,4.7,2.7,0,54,45.35
7,70,7.2,6.8,6,98,78.53
10,89,6.3,5.3,0,44,53.1
5,87,7.5,9.7,7,32,61.07
19,55,5,6.1,6,36,67.76
4,80,8.2,4.9,6,93,84.18
20,86,6.8,3.6,7,81,100
19,86,7.1,7.1,7,59,92.99
17,41,6.1,3.8,1,64,71.78
14,96,6.4,5.5,10,74,98.16
14,41,4.8,7.5,7,74,73.77
17,54,6.9,7.2,9,89,91.05
10,86,7.6,9.6,10,76,91.97
6,79,5,7.2,1,91,61.7
7,50,7,1.9,6,93,77.54
7,75,4.2,1.2,4,75,74.01
6,92,8.3,5.5,1,73,67.03
20,54,4.6,3,4,73,87.44
2,89,8.4,3.4,2,95,75.58
4,85,4.3,9.5,7,44,61.61
20,79,7.9,9.5,8,35,81.42
6,80,4.6,2.8,5,50,65.46
15,88,6.5,7.6,1,49,68.27
11,92,4.7,8.6,7,83,88.37
1,55,8.2,5.3,4,94,62.25
9,63,7.6,4.7,10,61,75.89
17,66,7.9,2.2,6,82,100
15,100,8.3,8.2,5,33,72.77
1,85,8,9.5,1,73,52.03
6,67,4.3,7.8,10,49,69.54
2,80,8.9,8.2,8,67,68.91
18,95,5.5,7.7,5,31,76.97
17,79,8.6,7.3,7,56,90.72
20,90,7.1,5,5,81,100
10,45,4.2,4,2,96,75.99
10,53,4.5,6,8,73,77.53
6,41,4.1,8.2,9,63,57.87
10,86,6.1,5.5,0,77,66.24
17,62,4.6,7.8,1,87,73.3
1,69,5.7,3.1,9,98,85.62
8,62,5.5,7,9,47,68.27
17,87,5.2,4,9,54,94.76
12,69,4.5,7.4,6,40,57.56
14,96,4.7,2.9,1,77,82.86
13,77,6.8,8,4,93,86.55
15,84,8.7,5.4,6,50,77.47
5,71,7.6,2.2,8,97,83.99
7,69,6.4,7.7,8,77,81.19
4,78,8.3,2,5,67,65.74
5,47,5.9,9.9,4,67,51.86
5,49,7.9,4.8,4,66,56.22
16,40,4.6,4.1,0,83,68.39
10,76,6.3,4,6,90,90.77
20,48,7.8,5.5,7,87,98.07
5,95,7.6,1.8,9,82,89.82
13,61,6.7,9.6,7,65,76.34
6,85,4.1,6.7,4,45,57
3,52,8.8,5.9,0,96,56.83
16,72,8.5,2.1,8,53,94.45
9,90,5,8.5,9,86,82.72
18,78,5.6,6.3,7,32,73.2
6,66,4.1,5.8,6,62,57.71
4,74,4.8,2.3,4,41,49.01
14,83,4.8,6.5,5,53,67.54
2,59,5.9,3.9,6,71,59.63
4,43,5,7.8,9,60,58.67
17,64,8.7,3.4,5,89,95.78
3,70,4.1,6.7,0,64,46.47
19,83,4.5,7.9,10,46,84.81
14,68,4.4,6.7,3,48,60.86
6,90,5.2,9.6,8,87,75.04
15,93,7.1,6.9,2,30,58.49
16,57,7,8.6,6,74,84.96
7,77,8.2,3.5,2,98,80.45
10,45,6,2.1,2,65,66.29
7,79,6.5,8.2,10,73,82.67
15,57,5.2,9.8,5,56,66.11
20,61,4.1,7.2,10,30,78.28
1,97,4,2.6,8,92,85.5
18,45,7.9,6.8,1,98,76.7
15,83,4.6,9.7,6,75,80.91
1,47,6.3,9.4,7,31,35.87
1,88,5.4,9.3,5,54,48.36
20,80,5.5,7.5,3,93,98.51
2,57,6.5,7.3,9,56,54.04
13,47,8.3,6.1,7,51,71.53
19,83,7.4,6.1,1,46,75.58
5,56,8.7,8.7,8,65,63.14
1,84,7.4,6.5,10,88,76.1
14,81,7.4,6.9,5,85,92.36
14,57,4.6,5.7,7,76,81.08
2,96,7.6,1.4,6,98,86.51
1,65,5,1.7,9,33,60.93
8,84,6.1,1.7,3,55,63.19
10,44,7.1,1.9,7,85,85.72
19,91,7.1,4,4,61,84.26
8,61,8.2,8.4,8,60,75.61
20,79,6.2,1.9,7,45,83.72
2,98,4.2,3.8,1,46,44.08
15,43,5.5,6.6,1,43,54.78
18,43,5.5,4.4,1,82,71.75
20,90,7.3,1.1,6,89,100
20,79,4.5,6.9,10,33,82.9
11,77,5,1.9,9,38,75.96
7,97,6.9,6.7,4,75,74.18
20,68,4.9,2.2,0,37,61.01
19,67,6.6,6.9,5,69,85.87
18,89,4.7,5.2,9,73,96.18
1,73,6.9,7.1,0,60,45.02
18,94,4.3,4.1,3,55,83.58
11,52,7.3,7.3,7,72,79.38
19,61,7.1,4.8,2,43,68.52
2,71,5.1,1,3,59,55.67
7,55,6.4,7.9,5,78,62.69
6,92,8.9,4.3,1,75,64.94
4,49,5.5,2.7,9,76,66.88
1,52,5,2.6,4,52,45.58
18,55,4.9,1.2,4,42,65.28
5,64,7.3,9,5,56,54.32
8,63,8,6.9,8,85,86.59
3,47,4.7,9.3,3,54,41.18
12,60,7,9.8,3,35,55.36
19,52,8.3,3.6,2,71,77.63
9,95,4.6,5.6,9,92,90.28
3,90,6.4,7,1,51,50.38
17,63,6.5,5.2,5,77,85.96
16,85,8.8,5.3,9,81,100
19,81,4.2,3,3,87,96.55
13,53,5.5,9,9,50,75.38
12,56,6.8,2.2,1,67,66.29
12,54,6.9,5.2,9,73,82.69
15,67,6,8.2,5,64,73.44
6,68,5.2,6.8,5,40,49.97
17,72,6.7,1.7,4,59,77.42
3,63,4.2,2.8,3,72,54.89
9,52,7.5,10,8,63,62.4
10,58,8.1,8,6,81,80.68
1,70,7.3,9.9,2,80,50.99
7,70,5.2,6.3,8,89,83.81
15,61,8,3.8,3,84,86.99
14,53,6.2,8.7,0,77,59.46
5,59,8.7,1.1,10,75,81.67
14,67,7.4,4.6,8,68,84.74
1,76,7.9,9.3,2,72,54.7
20,98,7,8.8,6,56,95.08
3,74,5.9,5.3,5,87,72.25
10,45,4.9,7.1,2,34,46.95
20,71,4.1,2.8,6,66,85.94
10,82,6.6,5.1,5,96,81.85
11,95,8.5,4.5,1,46,66.99
16,87,4.3,9.6,3,46,70.76
10,67,8.1,7,2,69,67.52
17,85,7.4,3.5,0,48,70.68
13,78,8,5.7,9,92,99.02
19,42,7.7,3.6,7,74,92.04
10,65,7.1,8.3,2,83,66.06
20,86,6.2,4.5,10,53,100
4,65,7.5,1.4,2,65,64.84
18,58,7.3,1.6,3,93,91.4
18,47,9,1.7,1,94,90.85
11,66,6.3,3.3,8,35,68.41
3,80,7.5,7.7,6,73,71.15
7,65,4.2,3.3,2,71,63.33
15,71,6.3,1.7,10,61,95.07
15,48,6.4,3.5,2,51,67.54
20,46,4.9,2.1,6,51,73.81
1,83,5.4,5,2,57,53.5
18,53,6.2,1.4,10,96,100
4,64,7.5,5,9,30,52.38
13,89,5,3.2,3,55,68.25
14,41,8.9,4,3,38,56.38
4,91,8.2,7,2,35,48.98
4,92,5.6,6.1,3,56,63.83
13,100,6.1,3.1,1,75,78.8
1,65,7.3,1.1,3,88,63.85
9,81,7.1,1.4,3,82,77.89
20,71,8.9,1.9,8,51,91.55
4,78,5.6,6.7,6,47,55.5
11,94,7.3,1.6,0,87,80.55
8,72,6.9,9.9,3,32,49.18
4,59,5.2,4.9,3,40,39.41
12,71,5.5,2.4,3,34,57.01
20,100,6.2,8.9,2,65,81.75
2,73,8,4.7,4,33,44.9
11,61,5.2,5.9,10,61,82.11
8,78,8.4,5.7,2,86,76.24
3,95,6.5,9.6,0,48,50.91
5,45,4.9,5.9,3,60,49.42
14,86,6.3,2.5,3,61,77.65
20,55,5.5,6.2,10,55,85.41
16,45,8.8,4.2,6,51,74.86
14,72,7,4.9,2,91,77.54
13,67,8.3,7.8,4,98,82.24
6,56,5.9,3.8,4,78,67.03
16,44,5.7,7.4,3,49,65.63
1,40,8.3,7.6,5,92,60.51
14,100,6,7.7,6,92,93.19
19,44,6,1.3,1,79,84.39
6,52,7.8,9.6,5,95,73.27
12,84,4.3,4.5,6,61,74.17
2,98,8.1,6.7,10,33,68.09
5,56,7,9.5,2,62,46.57
19,100,7.3,2.5,1,41,80.09
13,65,7.5,9.8,1,96,80.47
14,50,8.1,3.3,4,94,91.93
13,77,5.5,4.7,1,43,61.68
12,92,4.7,7.7,6,69,73.82
6,92,6.5,1.9,6,97,88.9
10,86,6.2,2.6,2,47,60.92
6,72,8.7,5.1,3,53,56.55
6,91,7.8,3.3,6,86,86.93
20,46,8.3,2.5,4,40,72.29
9,44,5.7,6.3,7,92,79.31
4,40,4.3,7.8,0,35,22.52
17,90,4,6.4,4,92,91.68
11,78,6.1,4.3,5,70,81.82
12,82,6,6.5,5,72,82.68
1,69,8.4,4.6,2,33,43.05
17,57,8.8,7.8,3,77,79.33
16,72,6.1,2.7,10,71,91.22
12,95,4.2,8.3,5,86,80.69
16,65,7.7,8.1,5,84,91.26
16,82,8.3,9.1,6,67,86.65
5,95,6.6,6.1,8,34,59.8
3,59,8.2,10,7,51,59.65
4,70,7.3,3.2,3,51,59.1
3,46,6.2,7.4,2,71,53.67
9,54,7.6,7,10,45,71.11
18,80,7.6,1.8,5,58,93.7
20,44,7.2,4.4,6,85,96.14
8,56,4.6,1.8,1,73,64.01
7,87,8.7,6.2,2,70,74.34
19,87,4,1.6,8,54,96.82
14,60,7.9,8.2,2,96,82.04
19,54,4.5,1.1,7,70,85.44
10,93,5.1,7.1,2,66,63.82
2,78,5.6,5.5,1,65,57.88
19,70,7.2,2.9,4,78,86.45
11,49,8.1,2.9,3,36,61.65
6,94,6.4,4.5,10,50,83.57
18,65,5.7,7.1,5,80,84.68
17,86,5.4,7.3,3,100,91.51
5,60,7.8,6.2,0,68,52.35
6,76,4.7,7.3,4,48,50.86
7,87,7.3,4.3,9,43,75.85
5,64,8.8,4.8,2,37,43.61
16,51,8.7,2.1,8,73,93.01
5,80,7.6,3.2,1,60,58.38
10,84,7,2.6,6,41,74.73
13,57,7.2,5,0,45,50.79
4,71,7.2,9.2,3,32,43.63
19,70,5.4,7.7,9,53,84.39
14,59,6.9,1.9,1,98,79.75
1,65,6.8,5.8,8,92,69.28
19,74,7.6,8.1,1,56,78.21
4,51,8.3,7.3,0,87,59.82
4,42,4.6,2.9,2,41,40.67
2,45,8.9,5.6,5,99,65.99
1,55,5.5,9.5,8,67,58.66
15,48,6.9,7.3,8,75,84.35
17,53,7.4,7,0,60,59.07
5,59,8.3,2.9,2,100,70.3
12,57,4.6,6.6,1,100,70.43
13,81,8.5,4.6,1,62,74.47
5,74,5,6.7,4,54,58.27
19,82,7.2,5.6,2,83,93.5
11,90,6.2,1.2,9,61,84.37
4,74,4.5,5.9,1,72,56.68
12,98,5.7,3.5,3,65,72.56
13,54,5.9,1.9,1,52,61.5
10,77,8.1,5.4,8,74,88.18
10,75,5.4,1.9,0,51,56.55
13,51,5.7,7.7,8,100,90.13
13,70,7,3.3,10,95,100
5,49,5.9,7.6,0,77,52.52
8,83,7,7.4,2,86,78.38
15,72,5.4,9.6,8,59,76.24
3,100,5.5,7.9,1,40,41.32
8,100,4.5,6.2,1,66,65.45
16,91,8.4,9.7,6,95,100
5,70,6.5,7.2,10,98,89.17
13,40,7.1,9.2,0,84,64.85
12,55,9,7,8,35,68.44
6,83,8.7,7.9,3,52,54.59
